VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
20029366,0.7707,Dharamsala - Civil Lines,N,150000.0,30.0,N,24.22145,1050000.0,HDFC BANK,Dharamshala,Mandi - College Road,Tier III,60.0,Diploma in Civil Engineering,Male,657700.0,Construction,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-01-22,0,Resident Indian,10.0,0,N,Himachal Pradesh,HDFC BANK,1050000.0,North 1,1
20485413,65.72,Ludhiana - Feroze Gandhi Mrkt,N,100000.0,38.0,N,22.20633,1000000.0,HDFC BANK,ludhiana,Ludhiana - Feroze Gandhi Mrkt,Tier II,35.0,B A,Female,2000000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-06,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,2000000.0,North 1,0
20763038,81.22,Indore - Vijay Nagar,N,25000.0,22.0,Y,23.87543,500000.0,HDFC BANK,indore,Indore - Vijay Nagar,Tier II,34.0,H S C,Male,500000.0,Manufacturing,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-09-26,0,Resident Indian,10.0,1,N,Madhya Pradesh,HDFC BANK,500000.0,East,1
20395395,63.89,Pune City Mall,N,75000.0,34.0,N,28.02768,1500000.0,Ex-HDFC,pune,Pune - Nandadeep Fc Road,Tier I,47.0,B E,Male,1400000.0,Teaching,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-05-17,0,Resident Indian,10.0,1,N,Maharashtra,HDFC Sales,3000000.0,West,1
20693152,80.98,Siliguri - Saharan House,N,200000.0,25.0,Y,20.20202,1961661.0,HDFC BANK,siliguri,Gangtok - Oberoi Tower,Tier III,54.0,B A,Male,2500000.0,Hardware,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-05-09,0,Resident Indian,10.0,1,N,West Bengal,HDFC BANK,2800000.0,East,1
20416533,86.13,Kolkata - Menaka Estate,N,100000.0,62.0,Y,24.39106,1971440.0,Ex-HDFC,kolkata,Kolkata - Menaka Estate,Tier I,34.0,B Tech,Male,1000000.0,IT Industry,Married,Indian,Salaried,UL,HDFC SECURITIES LIMITED,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-28,0,Resident Indian,10.0,0,N,West Bengal,HDFC Sec,1000000.0,East,1
20478195,87.3,Kaithal-Asha Tower Branch,N,143541.0,38.0,N,24.44728,903683.0,HDFC BANK,kaithal,Kaithal,Tier III,33.0,H S C,Male,700000.0,Trading,Married,Indian,Self employed/ Business,Non Par,HDFC BANK,DD,Savings,Annual,HDFC Life Sanchay,2018-06-20,0,Resident Indian,15.0,0,N,Haryana,HDFC BANK,903683.0,North 1,1
20745651,86.63,Mumbai-Khar-Prabhat Chambers,N,150000.0,55.0,Y,26.23457,3000000.0,HDFC BANK,mumbai,Mumbai - Borivali,Tier I,53.0,B Com,Male,2000000.0,Technology,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-08-31,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,1500000.0,West,1
20036287,0.8986,Gandhidham - Tagore Road,N,20000.0,78.0,N,27.7551,200000.0,HDFC BANK,Gandhidham,Rajkot - Rajkumar College,Tier III,40.0,S S C,Male,400000.0,Transport,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-01-25,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,200000.0,West,0
20931808,84.61,Pune City Mall,N,14606.0,38.0,Y,24.91349,15000000.0,Brokers & Small CA,nashik,Pune - Nandadeep Fc Road,Tier II,23.0,B Tech,Male,600000.0,Banking Finance And Investment,Single,Indian,Salaried,Non Par,Probus Insurance Broker Privat,Online Credit/Debit Card/Teles Sales,Protection,Annual,HDFC Life Click 2 Protect 3D+,2018-11-30,1,Resident Indian,50.0,1,N,Maharashtra,Brokers,15000000.0,West,1
20717932,78.78,Moradabad - Civil Lines,N,40000.0,42.0,Y,24.4898,400000.0,HDFC BANK,moradabad,Moradabad - Civil Lines,Tier II,38.0,B A,Male,600000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-09,0,Resident Indian,10.0,0,N,Uttar Pradesh,HDFC BANK,400000.0,North 2,1
20027831,0.6576,Varanasi - Arihant Complex,N,29091.0,172.0,N,24.80159,170153.0,Brokers & Small CA,Mathura,Varanasi - Arihant Complex,Tier III,51.0,H S C,Male,250000.0,Electronics,Married,Indian,Salaried,Par,Bajaj Capital Insurance Brokin,Online Credit/Debit Card/Teles Sales,Savings,Annual,HDFC Life Super Income Plan,2018-12-01,0,Resident Indian,16.0,0,N,Uttar Pradesh,Brokers,170153.0,North 2,0
20126625,0.6605,Nasik - City Plaza,N,25000.0,55.0,Y,22.32143,175000.0,Ex-HDFC,Nashik,Nasik - City Plaza,Tier II,62.0,S S C,Male,300000.0,Retired,Married,Indian,Others,UL,HDFC SECURITIES LIMITED,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-02-26,0,Resident Indian,10.0,0,N,Maharashtra,HDFC Sec,175000.0,West,1
19978955,0.9047,Mumbai-Ghatkopar Sales Hub,N,50000.0,31.0,N,24.91349,1500000.0,HDFC BANK,Mumbai,Mumbai - Vikhroli,Tier I,31.0,B Com,Male,500000.0,Printing,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-15,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,1000000.0,West,0
19983164,0.6601,Bareilly - Chopla Road,N,25000.0,30.0,Y,25.24934,250000.0,HDFC BANK,Shahjahanpur,Bareilly - Chopla Road,Tier III,36.0,B A,Male,500000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-16,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,500000.0,North 2,1
20025993,0.9056,Rajkot - Rajkumar College,N,50000.0,51.0,Y,26.72993,500000.0,HDFC BANK,Rajkot,Rajkot - Rajkumar College,Tier II,29.0,B Com,Male,500000.0,Manufacturing,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-01-25,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,1000000.0,West,1
20329757,0.2622,Ahmedabad Vastrapur Branch,N,95693.0,27.0,Y,23.87543,558237.0,Brokers & Small CA,Faridabad,Ahmedabad - Vastrapur,Tier II,53.0,Graduation,Male,1200000.0,Service,Married,Indian,Salaried,Par,S.B.Insurance Brokers Pvt.Ltd,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-04-20,0,Resident Indian,16.0,0,N,Haryana,Brokers,558237.0,West,0
20933988,81.8,Jalandhar - Shoppers Square,N,50000.0,35.0,N,24.22145,350000.0,HDFC BANK,lohian khas,Jalandhar - Shoppers Square,Tier III,60.0,B A,Male,500000.0,Agriculture,Divorced,Indian,Agriculture,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth - Flexi,2018-04-12,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,350000.0,North 1,0
20322448,0.8681,Dhanbad - Shastri Nagar,N,50000.0,69.0,Y,23.87511,350000.0,HDFC BANK,Palamau,Dhanbad - Shastri Nagar,Tier III,51.0,B Com,Male,500000.0,Trader,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Savings,Annual,HDFC SL Crest,2018-04-17,0,Resident Indian,10.0,0,N,Jharkhand,HDFC BANK,350000.0,East,1
20343494,-,Mumbai - Vasai,N,25000.0,33.0,Y,24.22145,250000.0,HDFC BANK,Palghar,Mumbai - Vasai,Tier III,41.0,S S C,Male,250000.0,Textile,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-04-25,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,500000.0,West,1
20519083,80.68,Mumbai-Khar-Prabhat Chambers,N,100000.0,26.0,Y,25.5102,2500000.0,HDFC BANK,palghar,Mumbai - Khar (W),Tier III,36.0,B Com,Male,3000000.0,Service,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-03-07,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,1000000.0,West,1
20089655,-,Pune City Mall,N,60000.0,31.0,Y,31.88776,2631076.0,Ex-HDFC,Ghaziabad,Delhi - Mayur Vihar,Tier II,39.0,Graduation,Female,1420000.0,IT Industry,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-02-14,0,Resident Indian,15.0,1,N,Uttar Pradesh,HDFC Sales,4800000.0,West,1
20487090,80.48,Amritsar Branch,N,95693.0,20.0,N,30.11621,667222.0,HDFC BANK,amritsar,Taran Taran - Jandiala Road,Tier II,55.0,B Com,Male,1000000.0,Knitwears,Married,Indian,Self employed/ Business,Par,HDFC BANK,DD,Savings,Annual,HDFC Life Super Income Plan,2018-06-25,0,Resident Indian,20.0,0,N,Punjab,HDFC BANK,667222.0,North 1,0
19982943,0.6623,Mehsana - Jaydev Complex,N,90000.0,79.0,Y,20.3125,900000.0,HDFC BANK,Mahesana,Mehsana - Jaydev Complex,Tier III,34.0,Graduation,Female,500000.0,Teaching,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-17,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,1800000.0,West,1
20457584,71.1,Hissar - Kamla Nagar,N,50000.0,35.0,N,24.34176,500000.0,HDFC BANK,ratia,Hissar - Kamla Nagar,Tier III,41.0,B A,Female,500000.0,Teaching,Married,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-29,0,Resident Indian,10.0,0,N,Haryana,HDFC BANK,500000.0,North 1,1
20855216,82.38,Guntur - City Center,N,50000.0,63.0,Y,20.76125,350000.0,HDFC BANK,prakasam,Ongole - Court Centre,Tier III,61.0,S S C,Male,500000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-03-11,0,Resident Indian,10.0,0,N,Andhra Pradesh,HDFC BANK,350000.0,South 1,1
20715374,74.03,Bangalore - M.G. Road,N,1000000.0,40.0,N,30.8642,10000000.0,HDFC BANK,bangalore,Bangalore - Btm Layout,Tier I,40.0,B A,Male,6000000.0,Software,Married,Indian,Salaried,UL,HDFC BANK,Online-Bill,Investment,Annual,HDFC SL ProGrowth Super II,2018-12-09,0,Resident Indian,10.0,0,N,Karnataka,HDFC BANK,10000000.0,South 2,0
20555191,79.43,Chennai - T Nagar,N,50000.0,22.0,Y,27.75749,2480000.0,Ex-HDFC,chengalpattu,Chennai - T. Nagar,Tier III,33.0,Diploma,Male,700000.0,Service,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-07-18,0,Resident Indian,20.0,1,N,Tamil Nadu,HDFC Sales,4000000.0,South 1,1
20419535,87.31,Alwar - UIT,N,25000.0,75.0,N,27.47563,375000.0,HDFC BANK,bharatpur,Alwar - Uit,Tier III,36.0,B A,Male,300000.0,Service,Married,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Childrens Plan,Annual,HDFC YOUNGSTAR SUPER PREMIUM,2018-05-29,0,Resident Indian,10.0,1,N,Rajasthan,HDFC BANK,275000.0,North 2,0
20402779,93.81,Patna - Boring Road,N,47847.0,32.0,N,28.34467,824918.0,HDFC BANK,patna,Kolkata - Salt Lake,Tier II,56.0,Graduation,Male,800000.0,Business,Married,Indian,Self employed/ Business,Par,HDFC BANK,DD,Savings,Annual,HDFC Life Super Income Plan,2018-05-21,0,Resident Indian,16.0,0,N,Bihar,HDFC BANK,274446.0,East,0
21073089,100.0,Bhuj - RTO Circle,N,16000.0,44.0,Y,23.38869,500000.0,HDFC BANK,bhuj,Bhuj - Rto Circle,Tier III,33.0,B A,Male,250000.0,Manufacturing,Married,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC SL ProGrowth Super II,2019-01-16,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,320000.0,West,1
20658452,86.78,Jamshedpur - Shaurya Arcade,N,20000.0,32.0,N,24.56747,140000.0,HDFC BANK,chakradharpur,Jamshedpur - Shaurya Arcade,Tier III,53.0,B Ed,Male,500000.0,State Government,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth Super II,2018-08-22,0,Resident Indian,10.0,0,N,Jharkhand,HDFC BANK,140000.0,East,1
19948025,0.256,Chennai - T Nagar,N,30000.0,33.0,N,22.72044,800000.0,HDFC BANK,Chennai,Chennai - Annanagar,Tier I,33.0,M Sc,Male,1200000.0,Teaching,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-03-01,0,Resident Indian,10.0,0,N,Tamil Nadu,HDFC BANK,300000.0,South 1,1
20814949,86.22,Pune City Mall,N,13446.0,57.0,N,30.69388,10000000.0,Ex-HDFC,pune,Pune - Nandadeep Fc Road,Tier I,40.0,B Sc,Male,2000000.0,Trading,Married,Indian,Self employed/ Business,Non Par,HDFC Sales Private Limited,Cheque,Protection,Annual,HDFC Life Click 2 Protect 3D+,2018-10-14,1,Resident Indian,15.0,1,N,Maharashtra,HDFC Sales,10000000.0,West,1
21090573,73.82,Bangalore - Rajajinagar,N,25000.0,41.0,Y,27.09925,500000.0,HDFC BANK,bangalore,Bangalore - M.G. Road,Tier I,53.0,B E,Male,500000.0,Engineering,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2019-01-21,0,Resident Indian,10.0,0,N,Karnataka,HDFC BANK,250000.0,South 2,1
20749775,72.77,Motihari Spoke,N,20000.0,35.0,Y,22.85714,200000.0,HDFC BANK,nawada,Patna - Boring Road,Tier III,44.0,B A,Male,300000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth Super II,2018-09-25,0,Resident Indian,10.0,1,N,Bihar,HDFC BANK,400000.0,East,1
20894333,68.03,Noida - Sec - 18,N,25000.0,39.0,N,22.49135,750000.0,HDFC BANK,aligarh,Noida - Sec - 18,Tier III,24.0,B A,Male,300000.0,Retail,Married,Indian,Self employed/ Business,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-11-20,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,500000.0,North 1,0
20123347,0.8324,Chennai - T Nagar,N,28708.0,51.0,N,24.69136,166985.0,Brokers & Small CA,Thiruvallur,Chennai - T. Nagar,Tier III,53.0,B A,Male,600000.0,Service,Married,Indian,Salaried,Par,Vizza Insurance Broking Servic,Credit Card Mandate,Savings,Annual,HDFC Life Super Income Plan,2018-02-22,0,Resident Indian,16.0,0,N,Tamil Nadu,Brokers,166985.0,South 1,1
20416227,100.0,Hissar - Kamla Nagar,N,50000.0,18.0,N,21.48438,500000.0,HDFC BANK,hissar,Hissar - Kamla Nagar,Tier III,35.0,B A,Female,250000.0,Clothes,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-28,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,1000000.0,North 1,0
20366764,94.46,Panipat - G.T.Road,N,25000.0,53.0,Y,25.46939,250000.0,HDFC BANK,panipat,Panipat - G.T.Road,Tier III,33.0,S S C,Male,300000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-05,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,500000.0,North 1,1
20923416,10.35,Varanasi - Arihant Complex,N,50000.0,40.0,N,23.52941,350000.0,HDFC BANK,mirzapur,Varanasi - Arihant Complex,Tier III,47.0,B A,Male,350000.0,Trader,Married,Indian,Self employed/ Business,UL,DUMMY HDFC BANK UPSELL,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-11-30,0,Resident Indian,15.0,1,N,Uttar Pradesh,HDFC BANK Upsell,700000.0,North 2,0
20279026,0.6073,Kanpur - Swaroop Nagar,N,94705.0,45.0,Y,23.03005,551337.0,HDFC BANK,Kannauj,Kanpur - Js Tower,Tier III,47.0,Graduation,Male,350000.0,Business,Married,Indian,Self employed/ Business,Par,HDFC BANK,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-03-29,0,Resident Indian,16.0,1,N,Uttar Pradesh,HDFC BANK,1102674.0,North 2,1
20611718,80.72,Delhi - Paschim Vihar,N,50000.0,32.0,Y,21.2585,500000.0,HDFC BANK,gurgaon,Delhi - Paschim Vihar,Tier II,31.0,Post Graduation,Female,475000.0,Police,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-02-08,0,Resident Indian,15.0,1,N,Haryana,HDFC BANK,1000000.0,North 1,1
20133679,1,Delhi - Paschim Vihar,N,50000.0,25.0,Y,22.7244,500000.0,HDFC BANK,Delhi,Delhi - Paschim Vihar,Tier I,33.0,Graduation,Male,900000.0,Service,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth Super II,2018-02-28,0,Resident Indian,15.0,0,N,Delhi,HDFC BANK,500000.0,North 1,1
20018556,-,Vadodara - Kalaghoda,N,50000.0,16.0,Y,26.44628,1000000.0,Ex-HDFC,Vadodara,Vadodara - Karelibaug,Tier II,40.0,S S C,Male,556000.0,Fertilizer,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-01-24,0,Resident Indian,10.0,1,N,Gujarat,HDFC Sales,2000000.0,West,1
21050026,82.1,Mathura - Sangam Complex,N,25000.0,37.0,Y,24.60973,175000.0,HDFC BANK,sadabad,Mathura - Sangam Complex,Tier III,57.0,Graduation,Male,350000.0,Food & Dairy Products,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2019-04-01,0,Resident Indian,15.0,0,N,Uttar Pradesh,HDFC BANK,175000.0,North 2,1
20544888,100.0,Ajmer - Kutchery Road,N,60000.0,16.0,Y,24.05693,600000.0,HDFC BANK,ajmer,Ajmer - Kutchery Road,Tier III,30.0,Under Matric (Class l to lX),Male,450000.0,Paint,Married,Indian,Self employed/ Business,UL,HDFC BANK,Online Netbanking,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-07,0,Resident Indian,15.0,1,N,Rajasthan,HDFC BANK,1200000.0,North 2,1
20734430,44.76,Lucknow - Aliganj,N,28708.0,58.0,N,20.32444,207893.0,Brokers & Small CA,east delhi,Delhi - Mayur Vihar,Tier I,44.0,S S C,Male,300000.0,Service,Married,Indian,Salaried,Par,SMC Insurance Brokers Pvt. Ltd,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-09-19,0,Resident Indian,20.0,0,N,Delhi,Brokers,207893.0,North 2,1
20553329,86.8,Chennai - T Nagar,N,60000.0,56.0,Y,22.77319,600000.0,Ex-HDFC,tiruvallur,Chennai - Annanagar,Tier III,51.0,Post Graduation,Female,1000000.0,Consultant,Single,Indian,Self employed/ Business,UL,HDFC SECURITIES LIMITED,Online-Bill,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-17,0,Resident Indian,10.0,0,N,Tamil Nadu,HDFC Sec,600000.0,South 1,1
20889762,67.07,Chennai - T Nagar,N,175000.0,44.0,Y,27.7323,4800000.0,Ex-HDFC,chennai,Chennai - T. Nagar,Tier I,48.0,MBA,Male,2030000.0,Leather,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-11-20,0,Resident Indian,10.0,0,N,Tamil Nadu,HDFC Sales,4800000.0,South 1,1
20248246,0.9308,Delhi - Paschim Vihar,N,36000.0,29.0,Y,26.98962,360000.0,HDFC BANK,Delhi,Mumbai - Bkc,Tier I,48.0,H S C,Male,500000.0,Garments,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-02-19,0,Resident Indian,15.0,0,N,Delhi,HDFC BANK,360000.0,North 1,1
20817278,83.4,Vapi - Daman Road,N,25000.0,47.0,Y,20.76125,175000.0,HDFC BANK,vapi,Vapi - Daman Road,Tier III,51.0,H S C,Male,450000.0,Manufacturing,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-10-20,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,350000.0,West,1
20586388,67.45,Satara-Silver Arch,N,85000.0,61.0,N,25.46939,1500000.0,Ex-HDFC,satara,Satara-Silver Arch,Tier III,54.0,B Com,Male,530000.0,Consultant,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,DD,Investment,Halfyearly Premium,HDFC SL ProGrowth - Flexi,2018-07-26,0,Resident Indian,10.0,0,N,Maharashtra,HDFC Sales,1500000.0,West,0
20916608,86.05,Rewari - Brass Market,N,36000.0,45.0,N,21.96712,360000.0,HDFC BANK,bawal,Gurgaon Mg Road 08-09 Sec15,Tier III,23.0,H S C,Male,250000.0,Automobiles,Single,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-11-26,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,720000.0,North 1,0
20095024,0.9194,Mumbai - Dadar West,N,50000.0,32.0,Y,24.09297,500000.0,HDFC BANK,Thane,Mumbai - Bkc,Tier I,40.0,S S C,Female,800000.0,Electronics,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-02-16,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,1000000.0,West,1
20890017,83.24,Valsad - Dreamland Cinema,N,250000.0,42.0,N,25.34435,2500000.0,HDFC BANK,bilimora,Valsad - Dreamland Cinema,Tier III,30.0,B B A,Male,750000.0,Property Dealing,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth Super II,2018-11-20,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,2500000.0,West,1
19990179,0.7809,Faridabad - NIT,N,120000.0,61.0,N,24.56747,1700000.0,HDFC BANK,Faridabad,Faridabad Nit,Tier II,51.0,Graduation,Male,1000000.0,Manufacturing,Married,Indian,Salaried,UL,DUMMY HDFC BANK UPSELL,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-01-16,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK Upsell,2400000.0,North 1,1
20174276,-,Delhi - Mayur Vihar,N,60000.0,28.0,N,22.58271,600000.0,Brokers & Small CA,East Delhi,Delhi - Mayur Vihar,Tier I,31.0,Graduation,Female,1600000.0,Service,Single,Indian,Salaried,UL,Bajaj Capital Insurance Brokin,Cheque,Investment,Monthly Premium,HDFC Life ProGrowth Plus,2018-09-03,0,Resident Indian,10.0,0,N,Delhi,Brokers,600000.0,North 1,1
20001569,0.6996,Sirsa - Sangwan Chowk,N,49988.0,36.0,N,25.46939,271884.0,HDFC BANK,Fatehabad,Hissar - Kamla Nagar,Tier III,53.0,B Sc,Male,700000.0,Agriculture,Married,Indian,Salaried,Par,HDFC BANK,"ECS,SI",Savings,Annual,HDFC Life ClassicAssure Plus,2018-01-20,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,246885.0,North 1,1
20681843,84.34,Bareilly - Chopla Road,N,25000.0,38.0,Y,23.73866,250000.0,HDFC BANK,sitapur,Bareilly - Chopla Road,Tier III,43.0,B Ed,Male,500000.0,Education,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-08-30,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,500000.0,North 2,1
20905176,83.35,Nasik - City Plaza,N,39000.0,38.0,Y,24.22145,1550000.0,Ex-HDFC,jalgaon,Nasik - City Plaza,Tier III,34.0,B A,Male,684000.0,Government Sector,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-11-22,0,Resident Indian,15.0,1,N,Maharashtra,HDFC Sales,3100000.0,West,1
20483810,78.81,Bhatinda - N.H.15,N,50000.0,32.0,N,23.52941,350000.0,HDFC BANK,bhatinda,Bhatinda - N.H.15,Tier III,47.0,S S C,Male,500000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-05-31,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,700000.0,North 1,1
20967385,89.84,Moga - State Bank of Patiala,N,50000.0,26.0,Y,22.22222,1174630.0,HDFC BANK,moga,Moga - State Bank Of Patiala,Tier III,51.0,H S C,Male,500000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-12,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,500000.0,North 1,1
20169735,0.8331,Mumbai - Kalyan,N,40000.0,34.0,Y,31.74179,500000.0,HDFC BANK,Kalyan,Thane - Kapurbaudi,Tier III,51.0,B E,Male,850000.0,Police,Married,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-09-03,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,1000000.0,West,1
20292785,-,Sambalpur - Hota Complex,N,30000.0,24.0,Y,21.67126,300000.0,HDFC BANK,Kandhamal,Sambalpur - Kadambeari Complex,Tier III,49.0,H S C,Female,350000.0,Healthcare,Married,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC SL ProGrowth Super II,2018-03-22,0,Resident Indian,10.0,0,N,Odisha,HDFC BANK,300000.0,East,1
20504735,77.3,Kolhapur Branch,N,10000.0,52.0,N,20.45289,104500.0,Other Banks & CA,sangli,Kolhapur - Assembly Road,Tier III,39.0,S S C,Male,200000.0,Automobiles,Married,Indian,Salaried,Par,THE SARASWAT CO-OPERATIVE BANK,DD,Savings,Annual,HDFC Life Uday,2018-06-18,0,Resident Indian,12.0,0,N,Maharashtra,Saraswat Bank,60961.0,West,1
